index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
11219,3,5,0,196,6,3,0,1,0,0,0,0,1
11222,3,7,0,196,6,1,1,1,0,0,0,0,2
11223,2,7,0,196,6,0,0,1,1,0,0,0,2
11224,2,4,0,196,6,0,1,2,1,0,0,0,2
11225,2,6,0,196,6,0,1,1,2,0,0,0,1
11226,3,4,0,196,6,0,0,1,0,0,0,0,2
11228,2,7,2,196,6,4,0,1,1,0,0,0,2
11229,2,4,0,196,6,0,1,1,1,0,0,0,2
11230,2,8,0,196,6,0,1,1,1,0,0,0,2
11231,2,7,3,196,6,0,0,1,3,0,0,0,2
11233,2,7,0,196,6,0,0,1,1,0,0,0,2
11234,1,6,0,196,6,3,0,0,1,0,1,0,2
11236,2,7,0,196,6,2,0,0,1,0,0,0,1
11237,1,9,0,196,6,3,1,1,1,1,0,3,2
11238,2,8,0,196,6,0,0,1,2,1,0,3,2
11239,2,7,0,196,6,4,0,0,3,0,1,0,1
11240,2,4,0,196,6,1,0,1,1,1,0,3,2
11242,3,8,0,196,6,0,0,1,1,1,0,3,2
11243,2,7,3,196,6,1,0,1,1,0,0,0,2
11244,2,8,0,196,6,0,1,1,1,0,0,0,2
11245,2,4,0,196,6,1,0,0,0,0,1,0,2
11247,2,8,0,196,6,0,1,1,1,0,0,0,2
11248,2,4,0,196,6,0,0,1,3,0,0,0,2
11249,2,1,0,196,6,0,0,2,1,1,0,3,1
11250,2,8,0,196,6,0,1,0,0,0,1,0,2
11251,2,2,3,196,6,0,0,1,1,0,0,0,2
11253,2,7,0,196,6,0,0,1,1,0,0,0,2
11254,3,8,0,196,6,0,1,1,0,0,0,0,1
11255,1,9,0,196,6,1,0,1,3,1,0,0,1
11256,3,4,0,196,6,0,0,1,1,0,0,0,2
11257,2,8,0,196,6,0,0,1,1,0,0,0,2
11260,2,6,0,196,6,0,0,1,1,0,0,0,2
11261,3,5,0,196,6,0,1,1,1,1,0,3,2
11262,2,6,0,196,6,0,0,1,3,0,0,0,1
11263,2,7,0,196,6,4,0,1,3,0,0,0,1
11264,2,9,2,196,6,3,0,1,1,0,0,0,1
11265,1,9,0,196,6,0,0,1,3,0,0,0,1
11266,2,8,0,196,6,0,1,1,0,0,0,0,2
11269,2,8,2,196,6,4,0,1,1,0,0,0,2
11270,2,7,2,196,6,2,0,1,1,1,0,0,2
11271,2,7,0,196,6,3,0,1,1,0,0,0,2
11272,2,8,0,196,6,4,0,0,1,0,1,0,2
11273,4,0,0,196,6,3,0,1,3,0,0,0,2
11274,2,8,0,196,6,0,0,0,1,1,0,3,2
11275,2,7,2,196,6,4,1,2,0,0,0,0,1
11276,2,6,0,196,6,0,1,0,0,0,1,0,1
11277,2,7,0,196,6,4,0,1,0,0,0,0,1
11278,1,8,2,196,6,4,0,1,1,0,0,0,2
11279,4,7,0,196,6,0,1,1,1,0,0,0,1
11280,2,7,0,196,6,0,0,1,1,0,0,0,2
11281,2,0,0,196,6,3,0,1,1,0,0,0,2
11282,2,7,0,196,6,2,0,1,1,0,0,0,1
11283,2,7,0,196,6,4,0,1,1,0,0,0,2
11284,2,4,0,196,6,0,0,0,1,0,1,0,1
11285,2,4,0,196,6,1,0,0,0,0,1,0,2
11287,1,9,2,196,6,2,0,1,1,0,0,0,1
11288,2,8,0,196,6,0,1,2,1,0,0,0,2
11289,2,3,0,196,6,0,1,1,0,0,0,0,2
11290,2,7,2,196,6,4,0,1,1,0,0,0,2
11291,3,8,0,196,6,0,1,1,1,0,0,0,2
11292,5,9,0,196,6,0,1,1,1,0,0,0,1
11294,3,0,0,196,6,0,1,1,0,0,0,0,2
11295,2,8,2,196,6,4,0,1,1,0,0,0,2
11296,2,6,0,196,6,1,0,1,3,0,0,0,2
11297,2,7,0,196,6,3,0,2,3,0,0,0,1
11299,2,0,0,196,6,0,0,0,1,0,1,0,2
11300,2,8,0,196,6,3,0,1,1,1,0,0,2
11302,2,8,2,196,6,4,0,1,2,0,0,0,2
11303,2,2,0,196,6,0,0,1,1,0,0,0,1
11304,2,8,0,196,6,0,1,1,1,0,0,0,2
11305,2,8,0,196,6,0,1,1,0,0,0,0,2
11306,2,4,0,196,6,0,0,0,3,0,1,0,1
11307,2,7,0,196,6,1,1,1,1,0,0,0,2
11309,2,6,0,196,6,1,0,1,0,0,0,0,1
11310,3,7,0,196,6,0,1,1,1,0,0,0,2
11311,2,8,0,196,6,0,0,0,1,0,1,0,2
11312,2,8,2,196,6,2,0,1,1,0,0,0,2
11313,2,7,0,196,6,3,0,2,3,0,0,0,2
11314,2,8,0,196,6,0,1,1,0,0,0,0,2
11315,2,0,0,196,6,1,0,1,1,0,0,0,2
11316,2,8,0,196,6,1,0,1,0,1,0,3,2
11317,2,8,0,196,6,0,0,1,0,0,0,0,2
11318,1,2,0,196,6,0,0,1,3,0,0,0,2
11319,2,7,0,196,6,3,0,0,1,0,0,0,2
11320,2,7,0,196,6,0,0,1,1,0,0,0,2
11321,2,7,0,196,6,3,0,1,3,0,0,0,1
11322,2,7,0,196,6,4,0,0,1,0,1,0,2
11323,2,8,0,196,6,3,0,1,1,0,0,0,2
11324,3,8,0,196,6,0,1,1,0,0,0,0,2
11325,2,7,0,196,6,0,1,1,0,0,0,0,2
11327,2,4,0,196,6,0,1,1,1,0,0,0,2
11328,2,0,0,196,6,0,0,2,1,0,0,0,2
11330,2,7,0,196,6,4,0,2,0,0,0,0,2
11331,2,2,0,196,6,0,0,1,1,0,0,0,2
11333,2,7,2,196,6,3,0,1,3,0,0,0,2
11334,2,8,0,196,6,0,0,1,1,0,0,0,2
11335,2,0,0,196,6,0,0,2,1,0,0,0,2
11336,2,7,2,196,6,3,0,1,1,1,0,3,2
11337,3,8,0,196,6,0,1,1,0,0,0,0,2
11338,1,0,0,196,6,0,0,1,1,0,0,0,2
11339,2,7,2,196,6,4,0,0,1,0,1,0,2
11341,2,2,0,196,6,0,0,1,3,0,0,0,1
11342,2,7,0,196,6,0,1,1,1,0,0,0,2
11346,4,8,0,196,6,0,0,1,2,1,0,3,2
11347,2,7,0,196,6,0,0,1,0,1,0,0,2
11348,3,8,0,196,6,0,1,1,1,0,0,0,1
11349,2,7,3,196,6,0,0,1,1,1,0,0,1
11350,2,7,0,196,6,0,1,1,1,0,0,0,2
11351,2,8,0,196,6,4,0,0,1,0,1,0,2
11352,1,9,0,196,6,4,0,1,3,0,0,0,2
11353,2,7,0,196,6,0,0,1,1,0,0,0,2
11354,3,7,0,196,6,4,0,1,0,0,0,0,2
11356,1,9,0,196,6,0,1,1,0,0,0,0,1
11357,2,7,0,196,6,0,0,1,1,0,0,0,1
11358,2,8,0,196,6,0,1,0,0,0,2,0,1
11359,2,7,2,196,6,3,0,1,1,1,0,3,2
11360,2,7,0,196,6,3,0,1,1,0,0,0,1
11361,2,7,3,196,6,0,0,1,0,1,0,0,2
11362,2,8,0,196,6,0,0,1,1,0,0,0,2
11363,2,7,0,196,6,3,0,1,3,0,0,0,2
11364,2,7,0,196,6,4,0,1,1,0,0,0,2
11367,2,7,0,196,6,4,0,1,3,0,0,0,1
11368,2,0,0,196,6,0,1,1,0,0,0,0,2
11369,2,7,2,196,6,4,0,1,3,1,0,0,2
11370,2,7,0,196,6,0,0,1,1,1,0,0,2
11371,2,7,0,196,6,3,1,1,1,1,0,3,1
11372,3,0,0,196,6,3,1,1,1,1,0,3,2
11374,2,0,0,196,6,4,0,0,1,0,1,0,2
11375,4,4,0,196,6,0,1,0,0,1,1,3,2
11376,2,0,3,196,6,0,1,0,1,0,1,0,2
11377,3,8,3,196,6,0,0,1,2,1,0,3,2
11378,2,7,0,196,6,4,0,1,1,0,0,0,2
11379,1,0,0,196,6,0,1,1,1,1,0,0,2
11381,3,8,0,196,6,4,1,1,0,0,0,0,2
11382,1,7,3,196,6,0,1,1,0,0,0,0,2
11384,2,0,0,196,6,0,1,1,1,0,0,0,2
11385,2,4,3,196,6,1,0,1,0,0,0,0,2
11387,1,6,0,196,6,1,0,0,1,0,1,0,2
11388,1,5,3,196,6,0,0,1,1,0,0,0,2
11389,2,7,0,196,6,0,1,2,0,0,0,0,2
11390,2,7,2,196,6,3,1,1,1,0,0,0,2
11392,2,0,2,196,6,4,0,1,3,0,0,0,2
11393,3,7,2,196,6,3,0,1,2,1,0,3,2
11395,2,7,0,196,6,3,0,1,1,0,1,0,1
11397,2,4,0,196,6,0,1,1,0,1,0,0,2
11398,2,7,0,196,6,1,0,1,1,0,0,0,2
11401,3,8,0,196,6,0,0,1,0,0,0,0,2
11403,2,7,0,196,6,3,0,1,1,1,0,3,2
11404,1,0,0,196,6,0,1,1,0,0,0,0,2
11405,2,7,0,196,6,3,0,2,1,0,0,0,2
11406,2,8,0,196,6,0,1,1,0,0,0,0,2
11407,2,7,0,196,6,4,0,1,1,0,0,0,1
11409,1,0,0,196,6,0,0,2,1,0,0,0,2
11410,2,7,0,196,6,0,0,1,1,0,0,0,2
11411,2,6,0,196,6,3,0,0,2,1,2,3,2
11412,2,8,0,196,6,0,1,1,1,0,0,0,2
11413,2,7,0,196,6,3,0,1,1,0,0,0,2
11414,2,2,0,196,6,0,0,2,1,0,0,0,2
11415,2,4,0,196,6,4,0,1,3,0,0,0,2
11416,2,7,0,196,6,2,0,1,0,0,0,0,2
11418,2,7,2,196,6,4,0,1,2,0,0,0,2
11419,2,7,0,196,6,4,0,1,0,0,0,0,2
11420,2,7,2,196,6,3,0,1,0,0,0,0,1
11421,2,7,0,196,6,3,0,1,3,0,0,0,2
11422,2,4,0,196,6,0,1,1,1,1,0,3,2
11424,1,7,2,196,6,4,0,0,3,1,1,0,2
11425,2,4,0,196,6,1,1,0,0,1,0,3,2
11427,2,7,0,196,6,4,0,1,1,1,0,3,1
11428,4,9,0,196,6,0,0,0,1,1,1,3,1
11430,2,4,0,196,6,1,0,0,1,1,1,0,2
11431,2,6,0,196,6,4,0,0,1,0,1,0,2
11432,2,7,0,196,6,4,0,1,1,1,0,0,2
11433,2,8,0,196,6,0,0,1,0,1,0,0,2
11434,2,4,3,196,6,0,0,1,1,0,0,0,2
11436,2,7,0,196,6,4,1,1,1,0,0,0,2
11437,2,7,0,196,6,3,0,1,0,0,1,0,2
11438,2,8,0,196,6,0,0,1,1,0,0,0,1
11439,3,8,0,196,6,0,1,1,1,0,0,0,2
11440,2,8,0,196,6,3,0,0,1,1,1,0,2
11441,2,8,0,196,6,0,1,1,1,0,0,0,2
11444,2,6,3,196,6,0,0,1,1,0,0,0,2
11445,2,6,2,196,6,4,0,1,1,0,0,0,2
11446,3,8,0,196,6,0,1,1,0,0,0,0,2
11447,1,0,0,196,6,0,0,1,1,0,0,0,2
11448,1,6,3,196,6,1,0,1,1,1,0,3,2
11449,3,4,0,196,6,0,1,1,0,1,0,0,2
11450,2,5,0,196,6,0,0,2,1,0,0,0,1
11451,2,4,0,196,6,0,1,1,1,1,0,3,2
11452,2,8,0,196,6,0,1,1,1,1,0,0,2
11453,2,8,0,196,6,0,1,1,1,1,0,0,2
11454,2,7,0,196,6,4,0,1,1,0,0,0,2
11457,2,8,0,196,6,0,0,1,1,0,0,0,2
11459,2,7,0,196,6,3,0,2,2,0,0,0,2
11460,2,6,0,196,6,1,0,1,1,0,0,0,1
11461,2,4,0,196,6,0,1,1,1,0,0,0,2
11463,3,7,0,196,6,0,1,0,0,0,1,0,2
11469,2,7,0,196,6,4,0,1,0,0,0,0,2
11470,2,8,0,196,6,1,1,1,0,1,0,3,2
11471,2,8,0,196,6,0,0,1,1,0,0,0,2
11472,2,7,0,196,6,0,1,1,1,0,0,0,2
11473,4,8,0,196,6,0,1,1,1,1,0,0,2
11474,2,4,2,196,6,4,0,0,1,0,1,0,2
11477,3,4,0,196,6,0,1,1,1,0,0,0,2
11478,1,0,0,196,6,1,0,1,3,0,0,0,2
11479,2,4,0,196,6,0,1,1,0,1,1,0,2
11480,2,7,0,196,6,3,0,1,1,0,0,0,1
11482,2,4,3,196,6,0,0,1,1,0,0,0,2
11483,2,7,0,196,6,0,0,1,1,0,0,0,2
11484,2,8,0,196,6,0,0,1,1,0,0,0,2
11485,2,8,2,196,6,4,0,1,1,0,0,0,2
11488,1,9,0,196,6,0,0,1,0,0,0,0,1
11489,2,9,0,196,6,0,0,1,0,0,0,0,1
11490,2,6,0,196,6,0,0,1,3,0,0,0,2
11492,2,4,0,196,6,0,0,0,2,0,1,0,2
11493,2,7,0,196,6,4,0,1,1,0,0,0,2
11494,2,6,2,196,6,4,0,1,1,0,0,0,2
11495,2,4,0,196,6,0,0,0,0,0,1,0,2
11496,2,7,0,196,6,4,0,1,1,0,0,0,2
11498,2,6,0,196,6,4,0,0,3,0,0,0,2
11499,2,6,0,196,6,4,0,1,1,0,0,0,2
11501,2,7,0,196,6,1,0,1,1,0,0,0,2
11505,2,8,0,196,6,0,0,1,1,0,0,0,2
11506,2,6,0,196,6,3,0,1,3,0,0,0,2
11507,4,8,0,196,6,0,0,2,1,0,0,0,2
11510,2,7,0,196,6,0,0,0,3,0,1,0,1
11512,2,7,0,196,6,2,0,1,0,1,0,0,2
11513,2,7,2,196,6,3,0,1,0,0,0,0,2
11516,3,0,2,196,6,4,0,1,2,0,0,0,1
11518,2,7,2,196,6,4,0,1,1,0,0,0,2
11519,4,0,0,196,6,1,0,0,1,0,1,0,1
11520,2,7,0,196,6,0,0,0,1,0,1,0,2
11521,1,6,0,196,6,0,0,1,2,0,0,0,2
11522,2,7,0,196,6,3,0,1,1,0,0,0,1
11523,2,0,0,196,6,0,1,1,1,0,0,0,1
11524,2,7,0,196,6,4,0,1,1,0,0,0,1
11525,2,7,0,196,6,4,0,1,3,1,0,3,2
11527,3,0,0,196,6,0,0,1,1,0,0,0,1
11528,2,8,0,196,6,0,1,1,1,0,0,0,2
11529,2,4,0,196,6,4,0,1,1,1,0,0,2
11531,2,8,0,196,6,0,0,1,3,0,0,0,2
11532,2,4,0,196,6,0,0,0,3,0,0,0,2
11533,2,0,0,196,6,0,0,1,1,0,0,0,2
11534,2,7,0,196,6,0,0,1,3,0,0,0,2
11535,2,6,2,196,6,4,1,1,0,0,0,0,2
11537,2,8,0,196,6,0,0,1,1,0,0,0,2
11538,3,8,0,196,6,0,0,1,2,0,0,0,2
11539,2,7,0,196,6,4,0,1,0,0,0,0,1
11540,2,7,0,196,6,4,0,0,2,0,1,0,1
11541,2,7,0,196,6,0,0,1,1,0,0,0,2
11542,2,7,0,196,6,4,0,1,0,0,0,0,2
11543,2,0,0,196,6,0,1,2,0,0,0,0,2
11544,2,0,0,196,6,3,0,1,1,0,0,0,2
11546,1,1,0,196,6,3,0,1,1,0,0,0,2
11548,2,7,2,196,6,4,0,1,0,0,0,0,2
11551,2,8,0,196,6,0,0,1,3,0,0,0,2
11554,2,7,2,196,6,3,0,1,1,0,0,0,2
11557,2,8,0,196,6,0,0,0,0,0,1,0,2
11558,2,8,0,196,6,4,0,0,3,0,1,0,2
11561,3,7,0,196,6,0,1,1,0,0,0,0,2
11562,2,8,0,196,6,0,0,2,1,1,0,3,2
11563,2,7,0,196,6,4,0,1,1,0,0,0,2
11566,3,7,0,196,6,3,0,0,1,0,0,0,2
11567,2,8,0,196,6,0,0,1,1,0,1,0,2
11568,2,0,0,196,6,3,0,1,1,0,0,0,2
11569,2,7,0,196,6,0,0,0,0,0,1,0,2
11570,2,7,0,196,6,0,0,1,1,0,0,0,2
11572,1,0,0,196,6,1,1,0,1,0,1,0,2
11573,2,7,0,196,6,4,0,1,1,1,0,3,2
11574,2,7,2,196,6,4,0,1,0,0,0,0,2
11576,2,8,0,196,6,0,0,0,0,0,1,0,2
11577,2,2,0,196,6,0,0,0,1,0,2,0,1
11580,2,7,0,196,6,4,0,1,3,0,0,0,2
11581,3,2,0,196,6,0,0,0,1,0,1,0,1
11582,2,7,0,196,6,4,0,1,1,0,0,0,2
11583,4,0,2,196,6,3,0,1,3,0,0,0,2
11585,3,7,0,196,6,3,0,1,3,0,0,0,2
11586,2,7,0,196,6,4,0,0,1,0,1,0,2
11587,1,8,0,196,6,0,0,0,3,0,1,0,2
11589,1,6,0,196,6,0,0,0,1,1,1,3,2
11590,2,7,0,196,6,3,0,1,1,0,0,0,2
11591,2,8,0,196,6,1,0,0,2,1,1,3,1
11593,2,7,0,196,6,4,0,0,1,0,1,0,1
11594,2,7,0,196,6,4,1,1,1,0,0,0,2
11596,3,7,0,196,6,0,1,1,0,0,0,0,2
11597,3,8,0,196,6,0,1,0,0,1,2,3,2
11598,2,7,0,196,6,4,0,1,3,0,0,0,1
11599,2,8,0,196,6,0,1,1,0,1,1,3,2
11602,1,7,0,196,6,0,0,1,0,0,0,0,2
11603,1,0,0,196,6,1,1,1,0,1,0,0,2
11604,3,8,0,196,6,0,1,1,1,1,0,3,2
11605,2,8,0,196,6,0,0,0,1,0,1,0,2
11607,2,8,0,196,6,3,0,0,1,0,1,0,2
11608,2,7,0,196,6,4,0,2,1,0,0,0,2
11609,2,8,0,196,6,0,0,0,1,0,1,0,2
11610,1,0,0,196,6,0,0,0,0,1,1,0,2
11612,2,8,3,196,6,0,0,1,1,1,0,0,2
11613,2,8,0,196,6,0,0,1,0,0,0,0,1
11615,3,8,0,196,6,0,1,1,0,0,0,0,2
11616,3,0,0,196,6,3,0,1,1,1,0,3,1
11617,2,4,0,196,6,0,0,1,1,0,0,0,2
11618,2,8,0,196,6,0,1,1,0,0,0,0,2
11620,2,6,0,196,6,0,0,1,0,0,0,0,2
11623,1,0,0,196,6,1,1,0,1,0,1,0,2
11624,1,9,0,196,6,0,0,0,1,0,1,0,2
11627,2,7,3,196,6,0,0,0,0,0,1,0,2
11629,2,0,3,196,6,0,0,1,3,1,0,0,2
11631,2,6,0,196,6,3,0,0,2,0,1,0,1
11632,2,4,0,196,6,1,1,0,0,0,1,0,2
11633,3,0,0,196,6,4,0,1,1,1,0,0,1
11634,2,7,2,196,6,4,0,0,1,0,1,0,2
11636,2,7,0,196,6,3,0,1,1,0,0,0,1
11637,2,0,0,196,6,4,0,1,1,1,0,0,2
11638,2,7,0,196,6,0,0,1,1,1,0,4,1
11640,3,8,0,196,6,0,0,0,1,1,0,0,2
11643,2,7,3,196,6,0,0,1,1,0,0,0,1
11644,2,0,0,196,6,4,0,1,0,0,0,0,2
11645,2,7,0,196,6,3,0,1,1,0,0,0,2
11646,2,0,0,196,6,0,0,1,3,0,0,0,2
11647,2,8,0,196,6,0,1,1,0,0,0,0,2
11648,2,7,2,196,6,4,0,1,1,0,0,0,2
11649,3,8,0,196,6,0,1,1,0,0,0,0,2
11651,4,7,0,196,6,4,0,2,0,0,0,0,2
11652,2,8,0,196,6,0,1,1,0,0,0,0,2
11653,2,7,0,196,6,4,0,0,1,0,1,0,2
11655,2,7,0,196,6,4,0,0,1,1,1,0,2
11656,1,0,0,196,6,0,1,2,0,1,1,0,2
11660,2,4,0,196,6,1,1,0,1,0,1,0,2
11661,2,9,3,196,6,0,0,0,3,0,1,0,1
11663,2,8,0,196,6,0,1,1,0,0,0,0,2
11664,2,8,0,196,6,0,0,1,0,0,0,0,2
11665,2,7,2,196,6,4,0,1,1,0,0,0,2
11667,2,4,0,196,6,0,0,1,3,0,0,0,2
11668,2,4,0,196,6,3,0,0,3,0,1,0,2
11669,2,0,0,196,6,0,1,1,0,0,0,0,2
11670,3,8,0,196,6,0,0,1,1,0,0,0,2
11672,2,7,0,196,6,0,0,1,1,0,0,0,2
11673,2,0,0,196,6,0,0,0,1,0,1,0,1
11674,2,8,0,196,6,0,1,1,1,0,0,0,2
11676,1,9,0,196,6,0,1,2,1,0,0,0,1
11677,3,7,0,196,6,3,0,2,1,0,0,0,1
11678,2,7,0,196,6,3,0,1,1,0,0,0,2
11679,2,4,0,196,6,1,0,1,1,0,0,0,2
11680,2,7,0,196,6,4,0,0,1,0,1,0,2
11681,2,7,0,196,6,4,0,1,1,1,0,4,2
11682,1,9,0,196,6,0,0,0,2,1,1,3,2
11683,2,7,0,196,6,4,0,2,0,0,0,0,2
11684,2,8,0,196,6,0,0,1,0,0,0,0,2
11685,2,8,0,196,6,0,1,1,0,0,0,0,2
11686,5,4,0,196,6,4,0,0,1,0,1,0,1
11687,2,0,0,196,6,0,1,1,0,0,0,0,2
11689,2,7,0,196,6,4,0,1,0,0,0,0,2
11690,3,8,0,196,6,0,1,1,0,0,0,0,2
11693,2,7,0,196,6,0,1,0,0,0,1,0,2
11694,2,7,0,196,6,1,0,1,3,1,0,0,1
11697,2,4,3,196,6,0,0,0,1,0,1,0,2
11698,2,6,0,196,6,0,0,0,1,0,1,0,2
11701,2,7,3,196,6,1,0,1,1,1,0,0,2
11702,2,8,0,196,6,3,0,0,2,0,1,0,2
11703,2,7,0,196,6,4,0,0,3,0,2,0,1
11704,2,6,0,196,6,4,0,0,1,0,2,0,2
11706,2,7,3,196,6,0,0,2,1,0,0,0,1
11708,1,0,3,196,6,0,1,1,0,0,0,0,2
11709,3,8,0,196,6,0,1,1,0,0,0,0,2
11710,2,8,0,196,6,0,0,1,1,0,0,0,2
11711,1,9,0,196,6,4,0,1,3,0,0,0,2
11712,2,7,0,196,6,0,1,1,0,0,0,0,2
11713,2,7,3,196,6,0,0,1,1,0,0,0,2
11714,3,0,0,196,6,0,1,1,0,0,0,0,2
11716,1,0,3,196,6,0,0,0,2,0,1,0,2
11718,1,6,0,196,6,1,0,1,1,1,0,0,2
11723,1,6,0,196,6,1,0,1,1,0,0,0,2
11724,2,5,0,196,6,0,0,0,3,0,1,0,2
11727,2,7,0,196,6,4,0,1,1,0,0,0,2
11729,2,7,0,196,6,4,0,1,3,0,0,0,2
11731,2,7,3,196,6,0,0,1,1,1,0,3,2
11732,2,0,0,196,6,0,0,1,2,0,0,0,2
11733,5,0,0,196,6,0,1,0,0,0,1,0,2
11734,2,2,0,196,6,0,0,1,1,0,0,0,2
11735,2,7,0,196,6,3,0,1,1,0,0,0,1
11737,2,7,2,196,6,2,0,1,2,0,0,0,2
11738,2,8,0,196,6,0,0,0,1,0,1,0,2
11740,5,4,0,196,6,0,1,0,0,0,1,0,2
11741,2,7,0,196,6,3,0,2,2,0,0,0,2
11742,2,7,0,196,6,4,0,0,3,0,1,0,2
11743,4,8,0,196,6,0,1,1,1,1,2,3,2
11744,2,4,0,196,6,0,0,1,3,1,0,3,2
11746,3,7,0,196,6,0,0,1,1,0,0,0,2
11749,2,8,0,196,6,0,0,1,1,0,0,0,1
11750,2,7,0,196,6,3,0,1,1,0,0,0,2
11751,2,8,0,196,6,0,1,1,0,0,0,0,2
11752,2,4,0,196,6,2,0,0,1,0,1,0,2
11753,1,0,0,196,6,4,0,0,3,0,1,0,2
11754,2,5,0,196,6,4,0,0,1,0,1,0,2
11756,2,7,0,196,6,3,0,1,1,0,0,0,2
11758,3,6,0,196,6,0,1,0,0,0,2,0,2
11762,2,7,0,196,6,4,0,1,3,1,0,3,1
11764,2,8,0,196,6,0,0,1,1,0,0,0,1
11765,2,8,0,196,6,0,0,1,1,0,0,0,2
11766,2,4,3,196,6,0,0,1,1,0,2,0,2
11767,2,8,0,196,6,0,1,0,0,0,2,0,2
11769,2,7,0,196,6,4,0,1,1,0,0,0,2
11770,2,7,0,196,6,3,0,1,3,0,0,0,2
11773,2,7,0,196,6,4,0,1,1,0,0,0,2
11774,2,4,0,196,6,0,1,1,1,0,0,0,2
11775,2,7,0,196,6,0,0,0,1,0,1,0,2
11776,2,8,0,196,6,4,0,0,1,0,1,0,2
11777,3,8,0,196,6,0,1,1,0,0,0,0,2
11778,1,9,2,196,6,4,0,1,1,0,0,0,1
11779,2,7,2,196,6,3,0,1,1,0,0,0,2
11780,2,6,0,196,6,4,0,1,3,0,0,0,2
11784,2,4,0,196,6,0,1,1,0,1,0,3,2
11785,2,7,0,196,6,4,0,0,2,1,1,3,2
11786,2,7,0,196,6,0,0,1,1,0,0,0,2
11787,2,2,0,196,6,0,1,1,1,0,0,0,2
11790,3,4,0,196,6,0,0,0,1,1,1,0,2
11791,2,7,0,196,6,0,0,1,3,0,0,0,2
11793,2,6,2,196,6,3,0,1,1,0,0,0,1
11794,2,7,3,196,6,0,0,1,3,0,0,0,2
11795,2,7,0,196,6,1,0,1,0,0,0,0,2
11797,1,0,0,196,6,0,1,1,0,0,0,0,2
11798,2,7,0,196,6,4,0,1,1,0,0,0,2
11799,4,0,0,196,6,3,0,0,1,0,1,0,2
11800,2,7,0,196,6,0,1,1,1,0,0,0,2
11801,2,7,0,196,6,4,0,0,1,0,2,0,2
11802,2,7,0,196,6,4,0,1,0,1,0,0,2
11803,3,7,0,196,6,0,1,1,1,0,0,0,2
11804,2,7,0,196,6,0,1,0,1,0,1,2,2
11805,2,8,0,196,6,0,0,1,1,0,0,0,2
11807,2,6,0,196,6,0,0,1,3,0,0,0,2
11809,4,8,2,196,6,4,0,1,1,0,0,0,2
11810,3,8,2,196,6,3,0,1,1,1,0,0,1
11811,3,2,3,196,6,0,0,1,3,0,0,0,2
11813,2,7,2,196,6,4,0,1,1,0,0,0,2
11815,2,8,0,196,6,0,1,1,0,0,0,0,2
11816,2,7,0,196,6,0,0,1,3,0,0,0,2
11817,2,0,0,196,6,3,0,1,1,0,0,0,2
11818,3,0,2,196,6,4,0,1,1,0,0,0,2
11819,2,7,0,196,6,4,0,1,0,0,0,0,2
11820,2,7,2,196,6,4,0,1,1,0,0,0,2
11821,2,8,0,196,6,0,0,1,1,0,0,0,2
11824,2,4,3,196,6,1,1,0,0,0,1,0,2
11826,2,7,0,196,6,0,0,1,1,0,0,0,2
11827,1,7,0,196,6,1,1,0,0,0,1,0,2
11829,2,6,0,196,6,3,0,1,2,0,0,0,2
11830,2,8,0,196,6,0,1,1,0,0,0,0,2
11831,2,8,0,196,6,0,1,1,0,0,0,0,2
11832,2,7,2,196,6,4,0,0,1,0,1,0,2
11833,2,4,0,196,6,1,0,1,2,0,0,0,2
11834,2,7,0,196,6,0,1,1,0,0,0,0,2
11835,2,8,0,196,6,0,0,1,1,0,0,0,2
11837,2,8,3,196,6,0,0,1,0,0,0,0,2
11838,2,4,0,196,6,0,1,0,0,1,1,0,2
11839,2,7,0,196,6,4,0,1,0,0,0,0,2
11840,2,4,0,196,6,0,0,1,3,0,0,0,2
11842,2,8,0,196,6,4,1,1,3,0,0,0,2
11844,3,8,2,196,6,4,0,1,0,0,0,0,2
11845,2,7,0,196,6,0,0,0,1,0,1,0,2
11847,2,4,0,196,6,3,0,1,1,0,0,0,2
11848,2,7,2,196,6,3,0,1,1,0,0,0,2
11849,2,6,0,196,6,3,0,1,3,0,0,0,1
11850,3,8,0,196,6,0,1,1,0,0,0,0,2
11853,2,7,0,196,6,0,0,1,1,0,0,0,2
11854,2,7,0,196,6,3,0,1,0,0,0,0,2
11855,2,6,0,196,6,3,0,1,0,0,0,0,2
11856,2,2,3,196,6,0,0,1,3,0,0,0,2
11859,2,7,0,196,6,4,0,1,0,0,0,0,2
11860,1,9,0,196,6,0,0,1,1,0,0,0,1
11861,2,7,2,196,6,3,0,1,3,0,0,0,2
11862,2,8,0,196,6,0,0,1,1,0,0,0,2
11863,1,9,0,196,6,0,0,1,3,0,0,0,1
11864,2,7,0,196,6,3,1,1,1,0,0,0,2
11865,2,0,0,196,6,0,0,1,3,0,0,0,2
11866,2,7,3,196,6,0,0,1,0,0,0,0,1
11869,3,0,2,196,6,4,1,1,0,1,0,3,2
11870,2,0,3,196,6,0,0,1,0,1,0,0,2
11871,2,7,0,196,6,3,0,1,1,0,0,0,1
11872,3,8,0,196,6,0,0,1,1,1,0,0,2
11873,4,8,0,196,6,1,1,1,1,1,0,0,2
11874,2,8,0,196,6,0,1,0,1,1,1,0,2
11875,2,7,0,196,6,3,0,1,0,1,0,3,2
11876,2,8,0,196,6,0,0,1,3,1,0,0,2
